Time (yr since J2000),Julian Date,Calendar Date,a (AU),e,i (deg),Omega (deg),omega (deg),M (deg)
904710.9993155373,332897237.5,906729-07-31,1.3389063501676017,0.3038412332654137,4.3724470677713185,104.55793216850607,103.57333228024632,213.72856659572147
904810.9993155373,332933762.5,906829-07-31,1.3290908190579798,0.3008356549491517,4.364121432672298,104.14732635799804,105.11706471691949,315.0302397389785
904910.9993155373,332970287.5,906929-08-01,1.3342793054778492,0.30106238843059696,4.355982753595615,103.78252403670508,104.58771520660792,60.21318598838995
905010.9993155373,333006812.5,907029-08-02,1.3473329063853938,0.3017462568949533,4.333898258789652,103.4111240573846,106.229178433944,162.2620466097743
905110.9993155373,333043337.5,907129-08-03,1.3450645949756028,0.3025752157940336,4.328667358709961,103.0136383626013,107.54364602759881,263.65585357136183
905210.9993155373,333079862.5,907229-08-03,1.3393368306267475,0.3021852793761407,4.3192004638742025,102.42533959015213,108.7990402794006,357.1936788223421
905310.9993155373,333116387.5,907329-08-04,1.3398356194781613,0.305227236072402,4.262157727010262,100.83885680199165,109.83869459876763,97.36090693431733
905410.9993155373,333152912.5,907429-08-05,1.3338311604078454,0.3070231141849116,4.24714506900272,99.93010413507207,110.32118811829686,198.59983962378323
905510.9993155373,333189437.5,907529-08-06,1.3420691169300525,0.30771021627567163,4.214637744950967,98.51323896497446,111.383778100508,298.1999621655353
905610.9993155373,333225962.5,907629-08-06,1.3428180059845665,0.29895057469951664,4.178145003090245,97.46560207962537,111.92279790244997,39.50250874265339
905710.9993155373,333262487.5,907729-08-07,1.3488420725323211,0.30039889812229875,4.157058918947541,96.86883854156254,111.81059417856883,141.65099314771302
905810.9993155373,333299012.5,907829-08-08,1.3457955166623916,0.299633380871627,4.155102463116755,96.20401516395572,111.9410967301315,244.35976028193713
905910.9993155373,333335537.5,907929-08-09,1.3411044283453342,0.2988844953534345,4.1474428438617235,95.34258550796146,110.77640930096165,350.71507710170647
906010.9993155373,333372062.5,908029-08-09,1.340404935262897,0.30657428069833675,4.129582300441606,94.71955600755669,112.16892262455931,93.5731752300863
906110.9993155373,333408587.5,908129-08-10,1.3317364877544238,0.3061512077925281,4.129802993129525,94.01400884443119,112.23932312093206,197.90194262831344
906210.9993155373,333445112.5,908229-08-11,1.344169273142156,0.30555176921044275,4.120997089965851,93.15784410285053,112.84583788437654,299.1141896937439
906310.9993155373,333481637.5,908329-08-12,1.3334622416854867,0.29355744812034773,4.092391486710313,92.36580948594069,112.86137849770562,39.818358755976156
906410.9993155373,333518162.5,908429-08-12,1.347598091546021,0.296472802830032,4.071729682650494,91.84348564676905,112.4809996116896,141.3865010160819
906510.9993155373,333554687.5,908529-08-13,1.3521188796348111,0.2955726060321113,4.054113557599305,91.03217427157215,112.96816618193819,243.03077484333053
906610.9993155373,333591212.5,908629-08-14,1.3376429154111389,0.2938225542287222,4.033175536900277,90.03335494948837,112.24375867521059,346.68829923916127
906710.9993155373,333627737.5,908729-08-15,1.3413909077415775,0.301867222481582,3.983831068095795,89.06376623333759,114.8005162460251,110.78924962819724
906810.9993155373,333664262.5,908829-08-15,1.341233848326823,0.29405867435894273,3.924575713480143,88.51966178261083,114.52365546344073,312.0327353714717
906910.9993155373,333700787.5,908929-08-16,1.3477564096238397,0.29574803706273445,3.84279196262259,88.28624314183362,115.3263968785663,122.18204312700988
907010.9993155373,333737312.5,909029-08-17,1.3456250161012138,0.29491958007242924,3.731605711433677,87.21615338649198,115.74290027614583,287.70859070291954
907110.9993155373,333773837.5,909129-08-18,1.3355720330478498,0.2960096196081969,3.6535365805954223,86.25051472124949,116.14096570551789,187.02704283309927
907210.9993155373,333810362.5,909229-08-18,1.3331134630882722,0.29740524623597137,3.610472903871207,85.7204952960606,118.06332166677785,150.30170089000043
907310.9993155373,333846887.5,909329-08-19,1.3399100011693306,0.2950078299298874,3.5514960298726015,84.99982124368609,118.5889071755949,80.9919268458055
907410.9993155373,333883412.5,909429-08-20,1.3348855065918408,0.29606894624250923,3.473402872834009,84.10323264440561,120.38601054754581,319.7743650399017
907510.9993155373,333919937.5,909529-08-21,1.3346068158425797,0.29895689833974587,3.4443981551283223,83.71371990914035,120.41913887854426,149.22447422266316
907610.9993155373,333956462.5,909629-08-21,1.3201065290606109,0.29089949639786966,3.399654232151204,83.08297889005225,122.38504988234226,333.9240012991163
907710.9993155373,333992987.5,909729-08-22,1.3337793864425203,0.29904199935647496,3.3123252637471836,81.66082457248055,122.89692622440232,166.80350103138264
907810.9993155373,334029512.5,909829-08-23,1.3239749810904304,0.2926985670879776,3.2679004842941604,80.65739465239865,124.99365995998326,335.5536426819275
907910.9993155373,334066037.5,909929-08-24,1.33257060917243,0.29881002073779517,3.149781698052261,79.19562889628769,125.13858302168454,128.94631096571632
908010.9993155373,334102562.5,910029-08-24,1.3285988496310364,0.29497913693878663,3.057819050558807,78.84070441644708,126.66821408227379,313.1412442697651
908110.9993155373,334139087.5,910129-08-25,1.3408831270821218,0.297229022569297,3.0064747826968308,78.129769934966,126.71098964681279,154.7229721914538
908210.9993155373,334175612.5,910229-08-26,1.331329667715321,0.2932087626018197,2.9133695059294276,76.51564403080977,128.75196399827794,310.2510610781912
908310.9993155373,334212137.5,910329-08-27,1.34487853604799,0.2974814795798151,2.867400171812246,75.26127385297949,130.30779115913137,130.2991288259211
908410.9993155373,334248662.5,910429-08-27,1.338426088153211,0.2910098348835779,2.768641440711923,74.76560494566226,129.9243852164664,310.69641106040774
908510.9993155373,334285187.5,910529-08-28,1.3474857155721076,0.2958145761336451,2.6960037916759405,73.10687240001097,132.2896959991082,111.514096838494
908610.9993155373,334321712.5,910629-08-29,1.345540712775151,0.2937860603828692,2.6281338494649726,72.55055549062659,131.9561264004346,292.85972112844735
908710.9993155373,334358237.5,910729-08-30,1.3470234552179128,0.29277887964999105,2.5737615637439326,72.264617458246,132.8762398197814,116.27784741206733
908810.9993155373,334394762.5,910829-08-30,1.3586460514747793,0.3002645117321943,2.5159735521662854,72.23740344545106,132.06140689984085,302.2427346597788
908910.9993155373,334431287.5,910929-08-31,1.3277475916472081,0.300026732250947,2.451417655810572,69.2560765861741,135.6262028047782,192.17938991344647
909010.9993155373,334467812.5,911029-09-01,1.3085102442565861,0.28319684772672193,2.3759887583295822,68.46368914820115,137.00224760323263,2.013200793408407
909110.9993155373,334504337.5,911129-09-02,1.3393642158814858,0.2939180546967021,2.3141335100950116,68.25837992049327,135.79887355129853,74.2722024898889
909210.9993155373,334540862.5,911229-09-02,1.3515542487785752,0.2946297768574683,2.2072961932173243,66.13432196924323,138.13975802361088,176.91222589103708
909310.9993155373,334577387.5,911329-09-03,1.33636030859634,0.30255990769151836,2.2018445854636286,56.56791915856891,146.88646874789796,98.43038098214858
909410.9993155373,334613912.5,911429-09-04,1.3363721676116458,0.28893093428866806,2.1149122430102607,56.77471889643567,146.45364497850102,337.35745104892936
909510.9993155373,334650437.5,911529-09-05,1.3226829101957336,0.2914975884948411,2.118395159994717,44.576365275904756,162.4373555473692,119.64042048760113
909610.9993155373,334686962.5,911629-09-05,1.3535705567641643,0.30420048864690746,2.0283844679381327,45.82383802723451,156.8393802395705,209.89710567189493
909710.9993155373,334723487.5,911729-09-06,1.3694781767434883,0.2982439116884559,1.9567257909698248,45.95273708876937,156.07463188373725,193.6023332365505
909810.9993155373,334760012.5,911829-09-07,1.34582661320325,0.2923777439264959,1.8610156130434587,47.21325685177856,157.20450402376815,16.446537140299984
909910.9993155373,334796537.5,911929-09-08,1.3627937958380516,0.2981653057946837,1.7508361933980847,50.5830997423311,151.8479257129639,169.50082054968007
910010.9993155373,334833062.5,912029-09-08,1.3637362975779364,0.295706740645579,1.6440855487101076,58.6345033713579,144.72760086842982,262.89953966462355
910110.9993155373,334869587.5,912129-09-09,1.3569021505987005,0.2954562208316434,1.601034023864843,59.624691160291896,145.52951670901462,62.59807499790457
910210.9993155373,334906112.5,912229-09-10,1.332599252665364,0.2902445280243461,1.4977836731181846,60.52706553742201,143.71748725130715,16.77857818133579
910310.9993155373,334942637.5,912329-09-11,1.3510371518741424,0.2965186560035093,1.455532647298051,62.73919796140683,141.8914400448226,344.5314650841435
910410.9993155373,334979162.5,912429-09-11,1.3278896607852495,0.28939322593118394,1.409872378084063,65.62107608127069,139.14923925904424,15.086071648589945
910510.9993155373,335015687.5,912529-09-12,1.3332394032225228,0.2960259651006461,1.2962722541455727,66.4007107365309,139.26014788870293,114.58528473750134
910610.9993155373,335052212.5,912629-09-13,1.3440198845376827,0.2941179414910965,1.2467418544857223,67.22181175964188,139.6604147590137,221.0588355956931
